client_id,clnt_tenure_yr,clnt_age,gendr,Variation
4043123,21,57,F,Control
4043285,7,46,U,Test
4043355,4,32,U,Control
4043427,4,67,M,Control
4043662,15,74,F,Control
4043994,8,63,M,Control
4044195,5,51,U,Control
4044316,10,33,F,Test
4044347,5,49,F,Control
4044372,7,25,U,Test
4044837,5,53,F,Test
4044894,32,53,M,Test
4044961,9,39,F,Control
4045017,13,34,F,Control
4045265,5,25,M,Control
4045514,8,24,U,Test
4045580,11,26,M,Test
4046178,15,61,F,Test
4046358,5,30,U,Test
4046428,14,67,M,Control
4046490,12,75,F,Control
4046775,21,56,M,Test
4048382,11,63,M,Test
4048642,16,40,F,Test
4048734,24,56,M,Test
4048904,9,28,M,Control
4048916,17,72,F,Control
4048954,6,61,U,Control
4049653,5,23,U,Test
4049668,4,33,U,Control
4050071,16,37,F,Control
4050302,6,21,U,Test
4050608,13,57,M,Test
4050627,7,45,U,Test
4051239,18,61,F,Test
4051272,13,62,F,Control
4051804,26,48,M,Control
4051889,16,46,M,Test
4052168,16,49,M,Test
4052287,6,42,U,Control
4052523,8,44,U,Test
4052800,21,54,F,Control
4053116,21,55,F,Test
4053170,18,56,F,Control
4053273,4,63,U,Control
4053606,10,35,F,Control
4053669,5,27,F,Test
4053786,15,50,M,Test
4053808,21,58,M,Test
4054039,5,53,U,Control
4054320,37,67,F,Test
4054439,9,57,F,Test
4054527,4,56,U,Test
4054538,12,59,F,Control
4054828,6,44,U,Control
4054841,7,39,U,Test
4054879,3,64,F,Test
4054953,24,41,M,Control
4055095,48,65,M,Control
4055142,28,56,M,Control
4055191,11,50,F,Test
4055202,10,30,M,Control
4055364,8,27,U,Test
4055484,7,47,U,Control
4055560,12,29,M,Control
4055654,20,24,F,Control
4055697,17,50,M,Control
4055781,23,57,M,Test
4055969,12,57,F,Control
4055971,6,43,U,Test
4056116,14,54,F,Test
4056123,22,62,M,Test
4056698,8,54,U,Test
4056755,28,54,F,Test
4056772,6,69,U,Test
4056801,16,61,F,Test
4056834,12,40,F,Test
4057075,13,55,M,Test
4057120,11,33,F,Test
4057296,4,39,U,Control
4057461,5,32,U,Test
4058168,6,62,M,Control
4058187,8,42,U,Control
4058793,7,44,U,Control
4058807,22,61,M,Test
4059081,10,61,F,Test
4059114,29,64,F,Test
4059220,4,19,U,Control
4059279,16,71,M,Control
4059496,4,67,M,Test
4059611,5,21,U,Control
4059624,11,59,F,Test
4059744,8,63,U,Test
4059897,12,51,F,Control
4060120,12,49,M,Control
4060286,15,41,M,Control
4060334,6,26,U,Control
4060503,6,50,F,Test
4060581,13,41,M,Test
4060775,30,66,F,Test
4060801,17,77,F,Control
4060998,11,49,U,Control
4061038,4,27,U,Test
4061104,9,74,F,Test
4061217,10,58,M,Test
4061506,6,19,U,Control
4061641,10,50,F,Test
4061878,8,66,F,Test
4061908,26,67,M,Test
4061962,31,46,F,Test
4061978,6,49,U,Control
4062529,42,66,F,Test
4062570,4,20,U,Test
4062741,6,35,U,Test
4062868,11,23,F,Test
4063057,26,56,F,Test
4063257,26,68,M,Control
4063405,17,60,F,Control
4063413,5,47,U,Test
4063626,6,22,U,Control
4063853,17,40,M,Control
4063880,15,51,F,Test
4064024,5,56,U,Test
4064505,16,27,M,Test
4064683,5,18,U,Control
4064969,6,65,U,Control
4065016,4,24,U,Test
4065052,13,54,F,Test
4065099,5,41,U,Test
4065760,23,44,F,Test
4065831,4,45,U,Control
4066194,6,25,M,Test
4066207,7,66,U,Test
4066551,9,30,M,Control
4066643,4,23,U,Control
4066789,23,63,F,Test
4066795,14,56,M,Control
4066835,10,26,M,Control
4066934,15,66,M,Test
4067631,12,20,F,Control
4067691,15,54,M,Test
4068002,8,67,F,Control
4068410,6,56,U,Control
4068771,9,43,F,Test
4069058,8,65,F,Control
4069070,6,33,U,Control
4069169,12,50,F,Test
4069267,6,33,U,Control
4069319,22,55,M,Control
4069324,19,52,F,Control
4069336,8,21,U,Test
4069427,10,40,F,Test
4069568,14,55,F,Control
4069580,13,49,M,Test
4069950,13,71,M,Test
4070311,15,56,F,Control
4070381,4,32,U,Control
4070558,10,30,F,Test
4070629,11,28,M,Test
4070645,10,66,M,Test
4070732,12,33,M,Test
4070915,12,20,F,Test
4071184,13,45,F,Control
4071423,8,65,M,Control
4071459,6,22,U,Control
4071492,14,64,F,Control
4071532,13,66,M,Test
4071575,24,65,M,Test
4071963,15,30,M,Control
4071978,7,27,U,Control
4072010,24,49,F,Control
4072319,7,20,U,Control
4072410,8,23,U,Control
4072973,15,48,F,Test
4073402,15,39,M,Test
4073412,13,51,F,Control
4073518,11,37,M,Test
4073560,20,36,M,Control
4074141,19,33,U,Test
4074198,4,64,F,Control
4074233,15,33,F,Test
4074599,14,64,M,Test
4074779,5,27,U,Test
4074905,7,67,U,Control
4075251,14,51,M,Test
4075274,5,52,U,Test
4075374,5,59,U,Test
4075598,4,31,U,Test
4075614,28,32,U,Test
4075714,15,64,U,Test
4075792,5,25,U,Control
4075832,8,29,U,Test
4076076,15,40,M,Control
4076427,4,22,U,Control
4076848,14,70,M,Control
4077074,8,31,F,Test
4077197,20,63,M,Test
4077516,13,48,M,Test
4078671,15,63,M,Test
4079224,5,47,U,Test
4079273,20,39,M,Test
4079311,7,48,U,Test
4079351,6,54,U,Control
4079367,19,69,F,Control
4079649,23,63,M,Control
4079997,7,60,U,Control
4080024,14,62,F,Control
4080079,15,57,M,Control
4080093,8,68,M,Test
4080376,27,72,F,Test
4080642,9,31,M,Control
4080779,3,68,U,Control
4080806,21,27,F,Control
4081122,10,39,F,Test
4081136,7,28,U,Control
4081355,13,75,F,Test
4081642,4,42,U,Control
4082227,15,59,F,Control
4082452,9,52,M,Control
4082474,15,69,M,Test
4082632,4,66,U,Test
4082920,18,67,M,Control
4083216,8,63,U,Test
4083243,5,58,U,Test
4083477,24,27,F,Control
4083799,13,65,F,Test
4083801,7,66,U,Control
4083986,22,43,U,Test
4084333,5,58,F,Control
4084575,13,53,F,Control
4084703,6,30,U,Test
4084839,21,55,M,Test
4085154,5,25,U,Test
4085199,10,34,F,Test
4085238,5,24,U,Control
4085599,9,43,M,Control
4085994,14,43,M,Control
4086061,14,45,F,Test
4086452,26,64,M,Control
4086613,6,59,U,Test
4087259,7,66,U,Control
4087635,7,69,U,Test
4087696,14,29,F,Test
4087981,11,28,M,Control
4088251,20,28,F,Control
4088467,13,36,F,Test
4088681,14,50,F,Test
4089005,7,61,U,Control
4089083,4,61,U,Control
4089089,15,49,F,Control
4089185,5,56,U,Test
4089647,9,42,M,Control
4089994,23,73,F,Test
4090058,4,55,U,Control
4090225,19,53,F,Control
4090544,14,51,M,Test
4090794,22,44,M,Control
4090961,20,64,U,Test
4091136,6,23,U,Test
4091619,5,39,U,Control
4091772,13,49,M,Test
4092262,8,29,U,Control
4092629,6,48,U,Test
4093095,13,45,F,Test
4094074,15,76,M,Control
4094092,10,41,F,Control
4094154,21,56,F,Control
4094463,9,30,M,Test
4094805,15,32,M,Test
4094897,4,18,U,Control
4095211,12,35,F,Test
4095697,14,54,F,Test
4096272,6,27,U,Control
4096581,13,51,F,Control
4096660,21,24,F,Control
4097289,34,76,M,Test
4097339,27,58,M,Test
4097570,14,65,F,Test
4097842,12,45,M,Control
4097959,5,53,U,Test
4097966,20,33,M,Control
4098071,21,65,M,Test
4098097,23,69,F,Test
4098272,13,42,M,Test
4098282,9,47,M,Control
4098525,22,55,M,Test
4098855,23,58,F,Control
4098881,25,57,M,Test
4098943,10,62,M,Test
4098999,7,61,U,Control
4099147,6,37,U,Test
4099573,7,66,U,Control
4099580,14,58,F,Control
4099602,6,38,U,Control
4099829,20,67,F,Control
4100161,21,47,M,Test
4100291,13,62,F,Test
4100506,5,26,U,Control
4100642,7,33,U,Test
4100859,6,40,U,Test
4100887,24,36,M,Control
4101005,23,45,M,Control
4101033,6,31,F,Control
4101739,15,48,F,Test
4101888,7,22,M,Test
4101933,16,61,F,Test
4102060,15,48,F,Test
4102238,4,27,U,Test
4102473,4,30,U,Control
4102668,6,35,U,Test
4102723,6,56,F,Control
4103512,7,29,U,Control
4103576,6,72,U,Test
4103879,15,45,F,Test
4104089,7,54,U,Test
4104125,15,61,M,Test
4104207,8,45,F,Test
4104349,16,56,M,Test
4104396,9,50,M,Control
4104463,6,47,U,Test
4104497,4,19,U,Test
4104755,14,56,M,Test
4105116,18,50,U,Test
4105118,17,55,M,Test
4105263,5,57,U,Test
4105704,14,42,F,Test
4105875,32,65,M,Control
4106010,6,47,U,Control
4106216,6,41,U,Test
4106308,18,50,M,Control
4106356,20,30,M,Control
4106367,5,25,U,Control
4106730,8,26,M,Test
4106857,15,34,F,Test
4107185,22,44,M,Test
4107255,4,25,U,Control
4107591,9,57,F,Control
4107723,14,51,M,Test
4107762,12,23,F,Test
4108261,15,66,F,Test
4108295,7,51,U,Test
4108799,22,45,M,Control
4109359,8,42,U,Control
4109719,11,38,F,Test
4109815,21,44,M,Test
4109861,27,82,F,Test
4110011,10,43,M,Control
4110312,8,66,U,Test
4110494,24,58,M,Test
4110552,11,29,M,Test
4111144,15,53,F,Test
4111496,23,72,F,Test
4111814,15,50,M,Control
4112213,23,30,M,Control
4112248,11,66,M,Control
4112456,12,32,M,Test
4112474,21,24,M,Control
4112563,11,37,M,Test
4113140,18,51,M,Test
4113740,9,32,M,Control
4114037,6,37,U,Control
4114730,7,40,U,Test
4115450,14,29,M,Test
4115478,15,36,F,Control
4115540,10,25,F,Control
4115939,8,37,U,Control
4116051,23,61,M,Control
4116392,9,51,F,Test
4116628,6,32,U,Test
4116719,12,52,F,Test
4116773,4,51,F,Control
4116837,10,59,F,Test
4117219,12,30,M,Control
4117315,6,24,U,Test
4117506,4,33,U,Control
4117938,5,30,U,Control
4118034,20,69,U,Test
4118156,6,44,U,Test
4118402,5,52,U,Test
4118627,6,29,U,Test
4118752,6,39,U,Test
4118789,8,71,U,Control
4119087,14,71,M,Control
4119453,6,45,M,Control
4119789,11,53,M,Test
4119895,15,60,F,Test
4119989,19,32,F,Control
4120229,12,42,F,Test
4120299,22,40,F,Test
4120456,14,76,F,Control
4120526,18,47,M,Test
4120604,2,43,U,Test
4121001,21,28,U,Test
4121100,13,30,F,Control
4121121,20,68,M,Test
4121467,10,32,M,Test
4121606,10,29,M,Test
4122278,9,72,F,Control
4122372,18,38,F,Control
4122475,18,58,M,Test
4122503,5,38,F,Control
4122600,18,30,M,Test
4122934,5,23,U,Control
4123026,21,61,M,Test
4123242,6,66,M,Control
4123326,17,46,F,Test
4123542,27,61,U,Control
4123651,5,39,U,Control
4123816,4,21,U,Control
4124100,9,33,M,Test
4124205,6,26,U,Test
4124913,17,60,M,Control
4124925,15,33,F,Control
4124935,8,35,M,Control
4125085,8,56,F,Test
4125670,4,23,U,Test
4126206,26,75,F,Test
4126756,6,42,U,Control
4126924,6,37,M,Control
4127282,29,80,F,Test
4127597,12,50,M,Test
4128771,15,67,F,Test
4129281,14,45,M,Test
4129506,6,24,U,Control
4129537,35,59,F,Test
4129662,13,55,M,Test
4129913,3,22,U,Control
4129973,14,40,M,Test
4130166,9,44,U,Test
4130172,13,58,M,Test
4130347,11,32,M,Control
4130407,24,22,M,Control
4130408,24,57,M,Test
4131648,5,34,U,Control
4132060,15,61,F,Test
4132062,7,27,U,Control
4132450,8,48,M,Test
4132556,14,51,M,Test
4133405,13,38,M,Control
4133463,3,62,F,Test
4133509,8,66,M,Control
4134088,12,46,F,Test
4134354,15,64,M,Test
4134661,4,37,U,Test
4134674,18,29,F,Control
4134775,7,30,U,Test
4135136,11,54,F,Control
4135204,12,27,F,Control
4135603,21,65,F,Control
4135604,5,32,F,Control
4135771,6,29,U,Test
4135832,22,64,U,Test
4136161,11,48,F,Control
4136269,11,80,M,Control
4137311,5,46,M,Control
4137437,14,40,M,Test
4137479,5,21,U,Control
4137841,18,73,M,Test
4137856,4,28,U,Test
4137918,14,47,F,Test
4137955,10,47,M,Control
4138042,15,47,U,Control
4138511,6,33,U,Control
4138774,19,45,M,Test
4138843,14,43,F,Control
4138900,7,69,M,Control
4139086,6,53,U,Test
4139445,5,42,F,Control
4139496,12,44,M,Test
4139600,21,63,F,Test
4139631,21,54,M,Control
4139697,32,69,M,Test
4139977,17,37,M,Test
4140276,5,58,U,Control
4140577,11,58,M,Control
4140751,5,49,U,Test
4141484,23,68,F,Control
4141660,24,64,F,Test
4141865,24,76,M,Test
4141937,26,66,F,Control
4142015,17,60,F,Test
4142051,12,45,F,Test
4142199,7,68,U,Test
4142389,28,78,M,Control
4142755,12,41,F,Test
4142763,8,58,F,Test
4143163,21,32,M,Test
4143292,6,50,U,Control
4143462,10,33,F,Control
4143564,27,54,F,Control
4144091,21,25,F,Test
4144892,18,53,F,Test
4145296,8,39,U,Test
4145746,10,54,M,Test
4145904,28,47,M,Control
4146433,14,45,F,Test
4147030,11,34,M,Test
4147280,12,36,F,Control
4147935,23,57,F,Test
4147941,28,62,M,Control
4148066,5,46,U,Test
4148135,7,61,U,Test
4148488,28,84,F,Test
4148564,17,52,F,Test
4148568,5,55,U,Test
4149206,27,56,F,Control
4149505,7,29,U,Test
4149721,15,60,M,Control
4149810,11,31,M,Control
4149922,13,52,M,Test
4150418,21,67,F,Control
4150493,6,27,U,Control
4150996,14,45,F,Test
4151322,10,42,M,Control
4151424,12,66,M,Control
4151497,6,43,U,Test
4151874,4,61,U,Control
4152089,4,79,F,Control
4152139,22,39,M,Test
4152464,9,51,F,Test
4152488,16,61,F,Control
4152738,15,74,F,Control
4152899,7,32,U,Test
4153198,15,53,F,Test
4153564,7,30,U,Test
4153919,13,50,M,Test
4153931,5,61,U,Control
4154215,3,35,U,Test
4155073,6,67,U,Test
4155300,13,26,M,Control
4155707,25,61,F,Test
4155983,4,24,U,Control
4155989,22,26,U,Control
4156023,5,36,U,Control
4156324,8,36,U,Control
4156608,6,52,F,Test
4156655,21,48,F,Test
4157037,14,45,F,Control
4157945,15,57,M,Control
4158404,5,41,U,Control
4158625,24,78,F,Test
4158999,5,73,U,Test
4159174,5,72,U,Control
4159208,8,50,U,Control
4159288,13,50,M,Test
4159523,4,38,U,Control
4159731,6,25,U,Control
4160074,4,36,U,Test
4160078,5,28,U,Test
4160315,4,61,U,Control
4160440,5,60,U,Control
4160665,7,66,U,Test
4160742,15,44,M,Test
4160955,9,71,F,Control
4161643,4,60,U,Test
4161696,16,45,M,Test
4161741,6,38,F,Test
4162111,22,51,F,Test
4162465,9,48,F,Test
4162600,15,34,M,Control
4162726,12,32,F,Control
4163260,11,59,F,Control
4163739,6,61,U,Test
4163891,27,57,F,Test
4164346,31,57,M,Control
4164359,11,33,F,Control
4164474,8,27,F,Control
4165012,5,40,F,Test
4165094,6,39,U,Control
4165138,14,41,M,Control
4165370,22,35,F,Control
4165514,6,39,U,Control
4165591,10,73,F,Test
4165625,6,56,M,Control
4166100,23,71,F,Control
4166251,5,59,F,Control
4166548,14,42,M,Control
4166734,7,35,U,Control
4166740,7,33,U,Test
4166764,5,50,U,Control
4166825,20,63,F,Test
4166929,16,64,M,Test
4167002,12,53,F,Test
4167815,10,65,F,Test
4167905,14,52,F,Control
4168213,6,61,M,Control
4168408,16,50,F,Test
4169017,16,35,F,Test
4169696,26,73,F,Test
4169758,12,36,M,Test
4169955,11,79,F,Test
4170203,13,37,M,Control
4170232,35,71,M,Control
4170491,7,42,U,Control
4170615,10,60,F,Control
4171396,6,38,U,Control
4171954,12,76,M,Control
4172387,15,58,F,Test
4172424,13,76,F,Control
4172856,15,47,M,Control
4172892,19,55,M,Test
4172990,11,43,F,Test
4173631,9,27,M,Test
4173645,6,20,U,Test
4173840,15,44,F,Control
4174109,2,26,U,Control
4174182,18,55,M,Test
4174312,12,35,F,Test
4174656,7,27,U,Control
4174659,19,44,F,Test
4174660,12,68,M,Control
4174800,27,50,M,Control
4174880,35,87,M,Test
4174906,8,28,U,Control
4175085,5,50,M,Control
4175200,6,24,F,Test
4175382,23,47,M,Test
4175819,16,43,F,Test
4176118,17,50,F,Test
4176656,4,51,U,Test
4176901,21,57,M,Test
4177113,8,67,M,Test
4177659,7,34,U,Control
4177680,4,68,U,Control
4177841,23,42,F,Control
4177888,22,91,M,Control
4177979,8,67,M,Control
4178298,13,69,M,Test
4178617,7,52,U,Test
4178665,8,29,M,Control
4179100,23,51,F,Test
4179192,12,55,F,Test
4179251,6,30,U,Control
4179288,14,51,U,Control
4179364,3,52,U,Control
4179430,9,67,M,Test
4179527,5,24,M,Test
4180058,4,53,M,Test
4180417,12,56,M,Test
4180738,20,52,F,Control
4181418,11,71,M,Test
4181923,14,53,F,Test
4182207,3,51,U,Control
4182475,23,48,M,Test
4182696,5,33,U,Test
4183199,10,57,F,Test
4183213,15,65,F,Control
4183269,23,51,M,Control
4184757,5,47,U,Test
4184831,14,32,M,Test
4184834,6,29,U,Test
4184921,6,54,U,Control
4185078,6,48,U,Test
4185089,34,78,F,Test
4185375,5,29,U,Test
4185812,15,64,F,Control
4186429,15,36,M,Test
4187030,5,23,U,Control
4187058,22,51,M,Test
4187113,8,46,U,Test
4187527,20,29,F,Control
4188215,8,33,U,Control
4188605,16,40,F,Test
4188694,20,62,F,Test
4189075,5,22,U,Test
4189157,5,55,F,Test
4189206,22,51,M,Control
4189284,4,25,U,Control
4189492,20,54,F,Control
4190250,4,68,U,Test
4190314,15,61,F,Control
4190386,21,65,M,Test
4190442,4,37,U,Control
4190539,16,53,M,Control
4190859,6,68,U,Test
4191064,24,22,F,Control
4191804,4,47,F,Test
4192635,7,74,U,Test
4192640,14,54,M,Test
4192940,5,51,U,Control
4193281,12,75,U,Control
4193596,15,46,F,Test
4193650,28,44,M,Control
4194127,6,50,U,Control
4194716,16,36,U,Control
4194814,21,71,M,Test
4194896,10,56,F,Control
4195484,9,56,F,Control
4195653,9,42,M,Control
4195684,5,30,U,Test
4195754,12,31,F,Test
4196018,5,60,M,Test
4196060,22,67,F,Control
4196075,7,74,U,Test
4197158,8,48,M,Control
4197171,9,32,M,Control
4197208,18,54,M,Control
4197302,6,31,U,Test
4197604,23,54,F,Control
4197951,7,56,M,Test
4198518,24,66,F,Control
4198690,12,36,M,Control
4198709,20,46,M,Test
4198745,21,34,M,Test
4198772,15,65,M,Test
4198807,5,45,M,Test
4199359,10,28,U,Test
4199402,6,69,U,Control
4199701,20,69,M,Test
4199750,4,79,U,Test
4200308,3,38,U,Control
4200640,5,40,U,Test
4201118,11,49,F,Control
4201434,7,65,U,Control
4201753,16,41,M,Test
4202044,23,42,F,Control
4202376,15,46,F,Control
4202537,17,20,M,Control
4202730,5,61,U,Test
4202815,4,22,U,Test
4203023,7,34,U,Test
4203251,25,56,M,Test
4203290,7,56,U,Test
4203297,6,32,U,Control
4203585,6,33,U,Control
4203682,13,35,F,Test
4203907,10,40,M,Control
4204215,8,28,M,Test
4204378,5,55,U,Control
4204704,13,52,F,Control
4204839,5,26,U,Control
4204881,5,26,U,Control
4204913,11,55,F,Test
4205329,8,59,F,Control
4205704,5,24,U,Test
4205714,33,69,U,Test
4206279,8,30,M,Control
4206785,32,69,F,Control
4207065,5,31,F,Test
4207164,10,58,M,Test
4207484,6,24,U,Test
4208202,18,38,M,Control
4208340,28,56,M,Test
4208578,6,26,U,Test
4209132,6,32,U,Test
4209246,11,67,F,Test
4209572,14,57,M,Test
4209639,5,56,F,Test
4210011,4,40,U,Test
4210095,16,60,M,Test
4210170,21,60,F,Control
4210290,21,49,F,Control
4210655,29,49,F,Test
4210824,8,27,U,Test
4210850,21,56,M,Test
4211028,7,60,U,Control
4211128,21,48,F,Test
4211489,7,32,M,Test
4211505,21,54,F,Control
4212950,10,33,U,Test
4213081,4,37,U,Test
4213460,4,25,U,Test
4213595,11,32,F,Test
4213724,9,27,F,Control
4213745,6,38,U,Control
4213800,14,36,F,Control
4213972,7,56,U,Test
4214427,6,56,U,Test
4214438,8,60,M,Control
4214485,10,49,M,Test
4214633,12,56,U,Test
4214732,7,54,U,Test
4214883,11,73,M,Test
4214906,10,36,F,Test
4215317,18,57,F,Control
4215349,14,51,F,Test
4215470,16,37,M,Test
4215519,18,57,M,Test
4216032,16,36,M,Test
4216331,16,39,M,Test
4216690,22,77,M,Test
4216855,8,29,M,Test
4216889,21,74,F,Test
4217056,6,50,U,Control
4217274,17,42,F,Test
4217313,6,25,U,Test
4218088,4,24,U,Control
4218167,10,46,U,Test
4218473,10,28,F,Test
4218860,15,60,M,Control
4218977,16,36,M,Test
4219095,24,47,F,Test
4219119,15,38,M,Control
4219127,17,50,M,Control
4219157,11,35,F,Test
4219207,10,52,F,Test
4219223,17,71,F,Control
4219309,16,67,U,Control
4219512,6,32,F,Test
4219577,20,59,F,Control
4219703,5,26,M,Test
4219831,22,62,F,Control
4220347,8,28,U,Test
4220464,7,39,U,Test
4220565,27,55,F,Test
4220737,14,36,F,Control
4221156,15,61,M,Test
4221338,24,26,F,Control
4221630,11,65,M,Test
4221751,38,58,M,Control
4221851,6,36,U,Control
4222194,9,21,F,Control
4222205,12,48,F,Test
4222945,5,59,U,Control
4222979,22,75,F,Control
4223094,13,37,F,Test
4223136,26,90,F,Test
4223520,22,49,F,Control
4223910,14,57,F,Control
4224360,13,38,F,Control
4224754,23,64,M,Test
4224761,5,22,F,Test
4224797,12,53,F,Test
4224816,4,29,U,Control
4224830,9,74,M,Control
4224941,6,64,U,Control
4225078,21,45,M,Control
4225354,20,54,F,Control
4226005,10,45,F,Test
4226423,18,66,M,Test
4226585,21,77,F,Control
4226690,12,55,F,Test
4227154,21,48,M,Control
4227250,19,61,U,Test
4227359,10,55,M,Test
4227478,16,58,M,Test
4227725,28,62,F,Control
4227773,28,52,M,Test
4227946,18,54,M,Test
4227953,5,29,U,Control
4228010,13,51,F,Test
4228011,6,21,U,Control
4228267,15,40,F,Test
4228381,21,59,U,Test
4228858,6,58,U,Control
4229407,16,59,M,Control
4229616,22,66,F,Test
4229623,7,70,U,Test
4229918,5,65,F,Test
4230200,8,32,M,Test
4230237,15,86,F,Test
4230567,6,58,F,Test
4230687,6,23,U,Test
4230817,20,72,F,Control
4230904,23,23,M,Test
4230949,4,21,U,Test
4231415,5,55,U,Test
4231428,6,36,U,Control
4231488,14,73,M,Test
4231609,6,45,U,Control
4231726,14,60,F,Control
4231775,5,24,U,Test
4231887,16,71,F,Control
4231894,4,35,F,Control
4231989,16,52,F,Test
4232218,15,47,M,Control
4232774,7,25,U,Test
4233001,5,32,U,Test
4233509,6,54,U,Control
4233560,5,25,U,Test
4233642,8,68,M,Control
4233950,7,53,U,Control
4234106,9,46,M,Test
4234272,5,30,U,Test
4234389,4,67,F,Test
4234977,5,30,F,Control
4235118,11,73,M,Control
4235212,26,70,M,Control
4235619,7,45,U,Test
4235655,7,63,U,Control
4236139,11,52,M,Control
4236324,16,50,F,Control
4236434,12,56,F,Control
4236442,6,31,U,Control
4236796,12,28,M,Control
4236961,8,48,U,Test
4237084,6,29,U,Control
4237204,13,50,F,Control
4237223,21,65,M,Control
4237467,7,41,M,Control
4237578,7,32,F,Control
4237729,9,36,F,Test
4237887,15,64,F,Control
4237903,4,35,U,Test
4237982,8,35,M,Control
4238007,6,71,U,Test
4238081,12,34,F,Control
4238188,4,43,U,Test
4238196,5,23,U,Control
4238252,10,33,M,Control
4238512,21,59,F,Test
4238536,6,21,U,Control
4239236,6,46,U,Control
4239411,28,66,M,Control
4239436,5,65,M,Control
4239711,17,87,F,Control
4239835,15,44,F,Test
4239876,10,34,M,Control
4240194,8,35,M,Test
4240271,14,55,M,Test
4240438,15,36,M,Test
4240648,6,26,U,Test
4242027,5,19,U,Test
4242250,6,25,U,Test
4242273,3,23,U,Test
4242423,9,54,F,Test
4242638,8,26,U,Control
4242754,15,36,F,Control
4242794,9,36,M,Test
4242907,13,61,F,Control
4243285,4,49,F,Control
4243376,15,54,U,Test
4243421,21,50,F,Control
4243424,7,40,U,Test
4243487,8,41,M,Test
4243600,12,24,M,Control
4243629,14,32,F,Test
4243856,12,28,M,Control
4244035,26,22,F,Test
4244120,5,67,U,Test
4244178,33,79,M,Control
4244199,5,24,U,Control
4244266,4,20,U,Control
4244298,32,67,F,Test
4244348,15,44,M,Test
4244422,17,45,M,Test
4244465,15,53,U,Control
4244755,12,50,F,Control
4244794,14,54,M,Test
4244891,8,51,M,Test
4245137,4,30,U,Control
4245199,21,66,M,Test
4245389,13,59,F,Test
4245543,9,65,F,Control
4245790,6,70,U,Control
4245868,7,29,U,Test
4246419,7,36,U,Control
4246602,15,38,M,Test
4246765,8,45,F,Test
4246898,6,26,U,Control
4246942,6,47,M,Test
4247007,5,23,F,Control
4247153,5,58,U,Control
4247363,12,61,F,Control
4248171,4,31,U,Control
4248517,6,59,U,Control
4248702,22,53,M,Test
4249172,6,24,U,Test
4249316,11,64,F,Control
4249361,33,59,M,Test
4249451,9,35,M,Test
4249501,15,40,M,Control
4249545,6,21,U,Test
4249720,11,43,M,Control
4249811,6,23,U,Control
4250012,5,47,U,Test
4250110,10,51,U,Control
4250169,9,58,M,Control
4250505,6,33,U,Control
4250658,25,22,F,Test
4250732,17,41,M,Control
4251060,7,67,U,Test
4251068,6,57,U,Control
4251309,11,48,M,Test
4251567,30,48,F,Test
4251627,11,62,U,Control
4251910,18,65,M,Test
4251934,8,21,U,Control
4252147,20,51,F,Test
4252494,16,48,F,Control
4252737,4,56,U,Control
4252852,11,71,M,Control
4252909,5,33,U,Control
4252952,27,68,M,Test
4253435,33,59,F,Test
4253645,5,45,U,Test
4253705,6,49,U,Control
4253810,4,25,U,Control
4253896,6,41,U,Control
4254085,6,65,U,Test
4254249,16,43,M,Test
4254265,15,66,U,Control
4254346,9,56,U,Test
4254856,4,59,U,Test
4255008,4,41,U,Test
4255527,11,52,F,Test
4255823,13,68,U,Control
4255867,15,69,F,Test
4255962,12,62,F,Control
4255977,33,77,F,Test
4256150,13,35,F,Test
4256337,6,28,U,Test
4256611,24,52,M,Test
4256779,27,33,F,Control
4257128,7,45,U,Control
4257130,21,60,F,Control
4257465,20,50,U,Test
4257470,4,43,U,Control
4257759,6,32,U,Control
4258192,7,62,M,Test
4258659,5,32,U,Test
4258976,20,45,F,Test
4259193,12,31,F,Control
4259212,13,34,F,Control
4259292,6,27,U,Control
4259386,4,31,U,Test
4259489,11,87,M,Control
4259789,2,24,U,Test
4259835,12,34,F,Test
4259953,15,33,M,Test
4260057,7,25,M,Test
4260236,12,60,F,Control
4260291,19,60,M,Test
4260858,13,57,M,Control
4260890,9,64,M,Control
4261082,22,33,M,Control
4261135,16,39,F,Control
4261163,9,47,F,Test
4261188,6,34,U,Test
4261790,15,44,F,Test
4262217,7,25,U,Test
4262392,21,45,F,Control
4262414,10,37,M,Control
4262428,5,65,U,Test
4262740,23,29,M,Test
4263055,4,23,U,Test
4263114,7,41,U,Control
4263272,4,65,U,Control
4263526,11,35,F,Control
4263918,12,56,M,Test
4264084,5,36,M,Test
4264468,5,38,M,Test
4264493,5,23,U,Control
4264671,10,55,M,Test
4264744,9,32,M,Test
4264988,16,64,F,Test
4265125,29,73,M,Control
4265401,9,50,F,Test
4265479,6,32,U,Control
4265827,16,50,F,Test
4265960,34,79,F,Test
4266004,7,51,U,Test
4266091,6,64,U,Control
4266195,14,66,M,Test
4266619,11,55,F,Test
4266634,6,29,U,Control
4266877,15,56,F,Control
4267119,3,67,M,Control
4267206,12,40,M,Control
4267473,6,21,U,Control
4267612,28,28,F,Control
4267969,15,43,M,Control
4268219,29,65,F,Control
4268281,20,70,F,Test
4268741,4,25,U,Test
4269715,8,33,U,Test
4269937,7,61,U,Control
4270083,6,42,M,Control
4270276,6,52,U,Test
4270488,13,37,M,Test
4270889,21,49,M,Test
4271815,14,40,F,Test
4271845,21,41,M,Control
4271947,16,49,F,Control
