client_id,variation,process_step,date_time
5527992,Test,confirm,"2017-03-29 11:35:19"
5528159,Test,start,"2017-03-31 23:12:40"
5528233,Test,confirm,"2017-04-04 19:01:21"
5528242,Control,confirm,"2017-04-05 19:54:45"
5529630,Control,step_3,"2017-04-15 05:46:55"
5529655,Control,confirm,"2017-04-01 15:37:41"
5529705,Test,start,"2017-04-13 21:29:34"
5529860,Test,confirm,"2017-04-13 17:25:52"
5530246,Control,confirm,"2017-03-30 15:56:17"
5530388,Control,step_1,"2017-04-05 11:38:52"
5530848,Test,confirm,"2017-04-18 11:54:13"
5531076,Control,confirm,"2017-04-19 08:28:34"
5531217,Test,confirm,"2017-04-02 16:52:09"
5531284,Control,start,"2017-04-24 14:22:53"
5531736,Control,confirm,"2017-03-23 15:41:17"
5531890,Control,confirm,"2017-04-12 13:46:02"
5531941,Test,start,"2017-03-29 11:26:46"
5532000,Test,confirm,"2017-04-05 11:05:49"
5532383,Control,confirm,"2017-04-12 14:29:03"
5532596,Control,start,"2017-04-08 19:22:39"
5532707,Control,start,"2017-04-09 13:28:27"
5532902,Control,start,"2017-04-04 17:45:21"
5533046,Control,start,"2017-04-17 21:54:34"
5533778,Control,start,"2017-03-31 21:28:50"
5533953,Test,start,"2017-04-07 10:16:48"
5534058,Control,start,"2017-04-12 14:10:48"
5534228,Control,start,"2017-04-07 16:06:06"
5534302,Control,start,"2017-04-12 17:43:15"
5534401,Test,confirm,"2017-04-19 17:00:35"
5535081,Test,start,"2017-04-15 20:43:42"
5535707,Test,confirm,"2017-04-23 01:20:58"
5535892,Test,start,"2017-04-08 19:50:20"
5535964,Test,confirm,"2017-03-29 11:12:42"
5536014,Test,confirm,"2017-04-12 15:24:54"
5536159,Control,step_3,"2017-04-05 17:16:08"
5536276,Test,confirm,"2017-03-29 16:58:19"
5536337,Control,start,"2017-04-06 16:22:56"
5536852,Control,step_1,"2017-04-07 17:09:11"
5537155,Test,start,"2017-04-14 10:11:21"
5537504,Control,confirm,"2017-04-09 14:52:22"
5537559,Control,start,"2017-03-31 08:32:04"
5537612,Test,confirm,"2017-04-05 11:13:24"
5537949,Test,confirm,"2017-04-19 11:27:40"
5538179,Test,confirm,"2017-04-05 11:23:01"
5538197,Test,start,"2017-04-10 21:57:57"
5539142,Control,start,"2017-04-12 15:18:07"
5539171,Control,start,"2017-04-15 20:56:34"
5539207,Control,step_1,"2017-03-29 15:35:05"
5539768,Control,confirm,"2017-03-16 18:06:41"
5539836,Control,confirm,"2017-04-25 14:41:39"
5540128,Test,confirm,"2017-04-16 16:28:24"
5540715,Control,start,"2017-04-07 13:01:20"
5541027,Test,step_3,"2017-04-05 12:27:51"
5541105,Control,start,"2017-03-22 15:51:33"
5541129,Control,start,"2017-04-07 18:00:55"
5541301,Test,confirm,"2017-04-04 00:41:27"
5541811,Control,step_2,"2017-04-05 11:14:34"
5541934,Test,confirm,"2017-03-31 15:48:28"
5542581,Test,confirm,"2017-04-19 14:09:07"
5542798,Test,confirm,"2017-03-29 11:40:39"
5543024,Test,confirm,"2017-04-19 17:06:25"
5543141,Control,start,"2017-04-07 21:24:25"
5543804,Test,step_1,"2017-04-13 11:57:52"
5544104,Test,confirm,"2017-04-17 22:19:24"
5544203,Test,confirm,"2017-04-22 16:25:45"
5544739,Control,confirm,"2017-03-29 14:44:41"
5544750,Test,step_2,"2017-04-15 12:06:40"
5544875,Test,confirm,"2017-03-29 11:12:03"
5545133,Test,confirm,"2017-04-18 10:58:57"
5545303,Test,confirm,"2017-04-02 00:33:34"
5545357,Test,confirm,"2017-04-07 14:14:22"
5545385,Test,start,"2017-04-22 02:10:45"
5545424,Test,start,"2017-04-13 11:53:40"
5545428,Test,confirm,"2017-04-27 18:38:12"
5545517,Test,start,"2017-04-12 01:03:50"
5546052,Test,confirm,"2017-04-13 08:27:00"
5546276,Control,step_2,"2017-04-26 21:03:57"
5546508,Control,step_3,"2017-04-18 10:58:56"
5547047,Control,start,"2017-04-09 18:41:24"
5547154,Test,start,"2017-04-14 08:19:12"
5547433,Test,confirm,"2017-04-20 09:54:17"
5547565,Control,confirm,"2017-04-14 13:43:08"
5547627,Test,confirm,"2017-04-05 11:20:49"
5547961,Test,confirm,"2017-04-07 14:24:29"
5548724,Control,step_3,"2017-04-05 09:17:10"
5549078,Control,confirm,"2017-03-29 17:53:50"
5549083,Test,start,"2017-04-07 08:46:07"
5549368,Test,start,"2017-04-16 14:17:23"
5549673,Test,step_1,"2017-04-08 13:17:28"
5549883,Test,confirm,"2017-04-18 14:35:37"
5550349,Control,start,"2017-04-08 14:15:57"
5550353,Control,step_2,"2017-04-13 16:35:15"
5550553,Control,step_2,"2017-03-29 13:11:56"
5550810,Test,start,"2017-04-03 23:10:22"
5551641,Test,start,"2017-04-19 22:13:49"
5552032,Control,confirm,"2017-03-29 11:32:18"
5552624,Test,start,"2017-04-02 10:41:17"
5552819,Control,confirm,"2017-04-19 11:10:03"
5552968,Test,confirm,"2017-03-31 12:59:22"
5552984,Test,confirm,"2017-04-06 07:23:39"
5553119,Control,confirm,"2017-04-07 00:41:54"
5553120,Test,start,"2017-04-13 09:43:47"
5553285,Control,confirm,"2017-04-12 13:48:35"
5553389,Test,step_2,"2017-03-29 12:45:59"
5553555,Test,confirm,"2017-03-24 19:21:40"
5553633,Control,start,"2017-04-12 04:54:24"
5553696,Test,step_1,"2017-03-30 13:02:39"
5554140,Test,confirm,"2017-04-02 19:48:10"
5554210,Control,confirm,"2017-04-21 18:20:37"
5554216,Test,step_2,"2017-04-14 23:15:59"
5554534,Control,confirm,"2017-04-15 14:56:32"
5554655,Control,step_3,"2017-03-29 15:56:50"
5554969,Control,confirm,"2017-04-06 15:11:38"
5555581,Test,start,"2017-04-25 12:03:09"
5555638,Control,step_2,"2017-03-29 16:01:25"
5555790,Control,start,"2017-04-20 09:33:30"
5556052,Test,start,"2017-04-17 10:44:48"
5556100,Control,confirm,"2017-03-29 12:52:02"
5556204,Test,confirm,"2017-04-06 18:04:54"
5556500,Test,confirm,"2017-04-04 12:25:42"
5556586,Control,start,"2017-04-12 11:08:58"
5556865,Control,confirm,"2017-03-29 20:59:11"
5557300,Test,confirm,"2017-03-29 17:32:38"
5557680,Control,confirm,"2017-04-28 17:21:18"
5557932,Test,confirm,"2017-04-14 21:34:32"
5558259,Control,step_3,"2017-04-19 11:16:19"
5558874,Control,confirm,"2017-04-19 17:09:14"
5559264,Test,confirm,"2017-04-01 00:15:22"
5559421,Control,confirm,"2017-04-08 17:16:46"
5559456,Test,confirm,"2017-04-12 19:37:50"
5559740,Control,confirm,"2017-04-05 12:39:31"
5559892,Test,step_1,"2017-04-12 13:06:42"
5559981,Control,confirm,"2017-04-12 18:27:24"
5560729,Test,confirm,"2017-04-14 18:49:01"
5561211,Test,step_1,"2017-04-08 21:44:30"
5561667,Control,step_3,"2017-04-04 13:17:11"
5562109,Test,confirm,"2017-04-09 18:46:59"
5562135,Control,start,"2017-03-29 11:12:45"
5562166,Control,confirm,"2017-03-29 13:58:53"
5562982,Test,confirm,"2017-04-18 21:24:49"
5563217,Test,start,"2017-04-21 12:24:57"
5563273,Control,confirm,"2017-03-31 02:02:20"
5563287,Test,step_3,"2017-04-08 22:51:51"
5563331,Test,confirm,"2017-03-29 11:22:13"
5563800,Test,step_3,"2017-04-05 11:53:49"
5563811,Control,start,"2017-04-02 13:39:12"
5564018,Test,confirm,"2017-04-12 14:30:15"
5564255,Test,step_3,"2017-04-16 17:54:36"
5564419,Test,confirm,"2017-04-05 16:04:52"
5564728,Control,start,"2017-03-29 21:26:03"
5564742,Control,step_1,"2017-04-05 17:48:22"
5565265,Control,start,"2017-04-08 13:20:05"
5565298,Control,start,"2017-04-13 11:46:12"
5565466,Test,confirm,"2017-04-15 15:30:23"
5565651,Control,step_2,"2017-03-29 12:25:12"
5565881,Test,confirm,"2017-04-04 06:28:05"
5566410,Test,confirm,"2017-04-02 15:53:30"
5566485,Control,start,"2017-04-04 17:54:27"
5566584,Test,confirm,"2017-03-30 13:09:24"
5566841,Test,confirm,"2017-04-17 17:10:47"
5566976,Test,step_3,"2017-04-13 10:28:48"
5567516,Test,confirm,"2017-03-29 12:03:12"
5567727,Control,confirm,"2017-04-03 10:09:56"
5567735,Test,confirm,"2017-04-05 16:53:17"
5567976,Control,confirm,"2017-03-30 08:56:26"
5568049,Test,confirm,"2017-03-25 14:42:10"
5568328,Control,step_2,"2017-04-05 12:52:29"
5568938,Test,confirm,"2017-03-30 09:41:43"
5569038,Control,step_2,"2017-04-08 11:32:49"
5569364,Control,confirm,"2017-04-05 12:49:27"
5569554,Test,confirm,"2017-04-04 00:03:00"
5569747,Test,start,"2017-04-07 12:11:13"
5570251,Test,step_1,"2017-03-30 13:54:04"
5570888,Test,confirm,"2017-04-12 09:57:15"
5571009,Test,step_1,"2017-03-29 12:16:19"
5571051,Control,start,"2017-04-28 13:53:28"
5571133,Control,step_3,"2017-03-24 06:24:41"
5571151,Test,step_1,"2017-03-31 09:06:41"
5571908,Control,step_3,"2017-03-25 13:00:13"
5572164,Control,step_3,"2017-04-05 12:37:21"
5572179,Test,confirm,"2017-04-12 11:09:14"
5572217,Test,confirm,"2017-04-05 07:41:46"
5572544,Test,confirm,"2017-04-05 14:58:50"
5572700,Control,start,"2017-04-08 19:04:43"
5572873,Test,start,"2017-04-06 12:18:02"
5572966,Test,confirm,"2017-03-30 10:08:03"
5574005,Control,start,"2017-04-06 12:15:45"
5574016,Test,step_3,"2017-04-20 07:48:04"
5574111,Control,confirm,"2017-04-12 11:18:17"
5574187,Control,start,"2017-04-15 07:59:20"
5574306,Test,confirm,"2017-04-02 12:30:22"
5574593,Test,confirm,"2017-04-10 12:25:06"
5574967,Control,confirm,"2017-04-12 12:28:08"
5575459,Test,confirm,"2017-04-05 11:06:30"
5575575,Control,step_3,"2017-04-09 19:06:42"
5576110,Test,confirm,"2017-03-29 12:48:01"
5576145,Test,confirm,"2017-04-17 13:48:16"
5576190,Test,confirm,"2017-04-09 23:04:28"
5576202,Control,start,"2017-04-18 20:06:51"
5576358,Test,confirm,"2017-03-29 11:22:35"
5576582,Control,confirm,"2017-04-25 20:17:46"
5576669,Control,step_2,"2017-04-03 18:50:49"
5576836,Control,start,"2017-04-05 23:49:22"
5576912,Test,confirm,"2017-04-05 12:04:34"
5578521,Test,start,"2017-04-18 11:46:17"
5578953,Test,confirm,"2017-04-12 11:59:03"
5579150,Test,start,"2017-03-29 22:24:42"
5579180,Control,start,"2017-03-29 14:02:21"
5579315,Test,step_1,"2017-04-19 21:18:05"
5579402,Test,start,"2017-04-03 19:36:25"
5579581,Test,confirm,"2017-03-29 11:15:58"
5579616,Control,confirm,"2017-03-31 20:22:54"
5579672,Test,confirm,"2017-04-12 14:37:21"
5579925,Test,start,"2017-04-14 22:28:24"
5579963,Control,step_3,"2017-04-02 17:39:47"
5580011,Test,confirm,"2017-03-29 22:53:02"
5580617,Control,start,"2017-04-15 22:55:21"
5580671,Test,confirm,"2017-04-03 22:11:28"
5580694,Test,confirm,"2017-04-05 11:49:41"
5580775,Control,step_3,"2017-04-07 07:29:52"
5581176,Control,step_1,"2017-04-04 11:53:11"
5581214,Control,confirm,"2017-04-06 16:55:58"
5581468,Control,step_1,"2017-04-16 16:24:33"
5581699,Control,confirm,"2017-03-29 17:57:03"
5581936,Test,confirm,"2017-04-25 17:43:00"
5581979,Control,step_3,"2017-04-06 20:19:41"
5582096,Test,confirm,"2017-04-12 12:29:52"
5582151,Control,confirm,"2017-03-29 18:26:59"
5582298,Control,start,"2017-04-13 14:37:58"
5582954,Control,step_3,"2017-03-29 17:45:39"
5583950,Test,confirm,"2017-04-17 18:55:48"
5584405,Test,confirm,"2017-04-02 10:26:33"
5584449,Test,start,"2017-04-11 23:32:33"
5584469,Test,confirm,"2017-04-19 11:08:40"
5584520,Test,start,"2017-04-10 10:30:39"
5584706,Test,confirm,"2017-04-09 10:58:40"
5585090,Test,confirm,"2017-04-01 23:49:19"
5585124,Test,confirm,"2017-04-01 07:03:35"
5585137,Control,confirm,"2017-04-08 19:29:57"
5585394,Test,confirm,"2017-03-29 12:03:27"
5585462,Control,step_3,"2017-03-29 11:37:09"
5585512,Control,confirm,"2017-04-02 09:58:33"
5586031,Control,step_3,"2017-03-29 11:49:00"
5586086,Control,step_3,"2017-04-12 11:15:38"
5586641,Test,start,"2017-04-12 12:00:06"
5586669,Control,start,"2017-04-12 12:13:43"
5586955,Test,start,"2017-04-19 22:53:03"
5587154,Control,confirm,"2017-04-12 20:41:14"
5588056,Test,confirm,"2017-04-12 11:58:48"
5588219,Control,confirm,"2017-04-05 15:36:33"
5588474,Test,confirm,"2017-04-14 10:07:42"
5588539,Control,start,"2017-04-17 11:42:30"
5588572,Control,confirm,"2017-04-18 03:38:57"
5588796,Control,confirm,"2017-04-08 11:46:56"
5588923,Control,step_1,"2017-04-17 19:37:32"
5588937,Test,step_1,"2017-03-31 09:56:25"
5589091,Control,confirm,"2017-03-20 19:27:38"
5589110,Test,confirm,"2017-04-19 14:20:50"
5589444,Test,confirm,"2017-03-29 12:34:48"
5589543,Control,step_2,"2017-03-29 14:36:17"
5589841,Control,confirm,"2017-04-26 16:29:40"
5590523,Test,step_1,"2017-03-29 13:33:39"
5590536,Test,confirm,"2017-04-09 10:09:27"
5590820,Control,step_2,"2017-04-03 20:14:59"
5590824,Test,confirm,"2017-04-06 16:38:47"
5592378,Control,confirm,"2017-04-20 09:20:44"
5592443,Test,confirm,"2017-04-06 11:39:58"
5592504,Control,confirm,"2017-04-12 15:50:35"
5592682,Control,confirm,"2017-03-29 11:24:15"
5592710,Test,confirm,"2017-04-05 20:33:30"
5592834,Test,confirm,"2017-04-12 16:00:48"
5593356,Control,step_1,"2017-04-07 13:37:15"
5593566,Test,confirm,"2017-03-29 18:24:51"
5593703,Test,confirm,"2017-04-17 21:17:19"
5593754,Test,confirm,"2017-04-22 16:07:06"
5594240,Control,confirm,"2017-04-12 11:40:06"
5594406,Control,confirm,"2017-04-12 12:11:26"
5595019,Test,confirm,"2017-04-19 14:24:43"
5595433,Control,confirm,"2017-04-16 14:25:03"
5595590,Test,confirm,"2017-04-24 13:01:59"
5595823,Control,start,"2017-04-08 21:38:45"
5595824,Test,start,"2017-04-05 13:42:55"
5596165,Test,confirm,"2017-04-13 17:50:42"
5596278,Control,confirm,"2017-03-29 18:25:32"
5596531,Control,confirm,"2017-04-02 22:03:18"
5596629,Test,confirm,"2017-04-12 12:41:55"
5597185,Control,confirm,"2017-04-02 21:52:24"
5597312,Test,start,"2017-04-12 20:51:58"
5597360,Control,confirm,"2017-03-30 15:55:45"
5597601,Control,start,"2017-04-06 14:05:56"
5598121,Test,confirm,"2017-04-09 10:26:48"
5598376,Test,confirm,"2017-04-21 11:10:13"
5598564,Control,step_3,"2017-04-02 16:14:06"
5598911,Control,confirm,"2017-03-30 07:49:37"
5598950,Control,start,"2017-03-29 18:56:22"
5599100,Test,confirm,"2017-04-11 06:48:53"
5599201,Control,confirm,"2017-04-11 10:18:43"
5599270,Test,step_1,"2017-04-15 19:29:57"
5599344,Control,start,"2017-04-09 11:28:31"
5599391,Control,start,"2017-04-14 15:04:04"
5599398,Control,start,"2017-04-11 20:34:52"
5599461,Test,step_1,"2017-04-03 20:04:36"
5599611,Control,confirm,"2017-03-29 12:02:37"
5600260,Test,confirm,"2017-04-09 17:58:12"
5600283,Test,start,"2017-04-19 21:35:41"
5600350,Control,step_1,"2017-04-03 20:06:25"
5600459,Test,confirm,"2017-04-22 09:05:56"
5600574,Control,confirm,"2017-04-12 11:09:09"
5600808,Test,step_1,"2017-04-12 21:02:34"
5601073,Control,start,"2017-04-07 12:48:32"
5601303,Control,start,"2017-04-12 16:12:52"
5601417,Test,start,"2017-03-29 11:20:34"
5601497,Control,confirm,"2017-04-19 11:10:28"
5601718,Control,start,"2017-04-19 13:38:08"
5601826,Test,confirm,"2017-04-18 15:11:09"
5602040,Test,confirm,"2017-04-06 12:45:28"
5602321,Test,confirm,"2017-04-02 13:06:46"
5602361,Test,step_1,"2017-04-12 15:42:26"
5602453,Test,confirm,"2017-04-18 11:52:38"
5602726,Control,confirm,"2017-04-12 14:03:38"
5602866,Control,step_3,"2017-04-08 14:46:29"
5603421,Control,confirm,"2017-04-03 17:35:50"
5603565,Control,step_3,"2017-04-01 19:35:08"
5603661,Control,confirm,"2017-04-07 11:54:02"
5604350,Test,confirm,"2017-04-16 12:12:01"
5604822,Test,start,"2017-04-05 15:06:25"
5604852,Control,step_3,"2017-04-05 17:02:17"
5605133,Test,start,"2017-04-05 11:16:57"
5605478,Control,start,"2017-04-06 12:21:19"
5605538,Control,step_1,"2017-04-20 11:49:13"
5606178,Test,confirm,"2017-03-29 15:18:43"
5606194,Test,confirm,"2017-04-15 15:41:40"
5606455,Test,confirm,"2017-04-02 20:36:11"
5606519,Control,start,"2017-04-18 14:22:07"
5606762,Control,confirm,"2017-03-29 11:17:16"
5606858,Test,start,"2017-04-15 16:39:46"
5607313,Control,confirm,"2017-04-11 21:24:53"
5607324,Control,step_2,"2017-03-29 16:52:15"
5608070,Control,confirm,"2017-04-12 21:31:57"
5608291,Test,confirm,"2017-04-05 13:17:14"
5608397,Test,confirm,"2017-04-14 11:17:44"
5608551,Test,confirm,"2017-04-19 19:23:37"
5609004,Control,start,"2017-04-05 18:25:25"
5609544,Control,start,"2017-03-29 19:36:08"
5609697,Test,confirm,"2017-04-16 15:00:59"
5610462,Test,step_1,"2017-04-16 16:50:37"
5610470,Control,start,"2017-04-13 11:24:39"
5610493,Test,confirm,"2017-04-05 17:13:59"
5610637,Test,step_2,"2017-03-29 22:13:35"
5611197,Test,step_2,"2017-04-05 15:27:47"
5611387,Test,step_1,"2017-03-29 18:56:17"
5611511,Test,start,"2017-03-29 14:19:41"
5611560,Control,start,"2017-04-17 19:24:01"
5612059,Test,confirm,"2017-03-29 12:13:14"
5612095,Test,confirm,"2017-04-05 20:50:59"
5612472,Test,confirm,"2017-04-11 05:39:19"
5612493,Control,confirm,"2017-04-08 14:36:04"
5612543,Test,confirm,"2017-04-14 13:56:42"
5612563,Test,confirm,"2017-03-22 14:16:43"
5613244,Control,step_1,"2017-04-12 21:48:48"
5613599,Test,confirm,"2017-03-29 15:37:57"
5613996,Test,start,"2017-04-06 10:34:31"
5615101,Test,confirm,"2017-04-11 10:03:03"
5615347,Control,confirm,"2017-03-15 13:36:58"
5615453,Test,step_3,"2017-03-31 00:45:38"
5615751,Test,confirm,"2017-04-04 14:05:50"
5616378,Test,step_2,"2017-04-03 23:25:17"
5616882,Test,start,"2017-03-15 10:16:59"
5617039,Test,confirm,"2017-04-05 16:05:25"
5617415,Control,confirm,"2017-03-29 12:23:16"
5617700,Test,step_3,"2017-04-12 15:14:29"
5617888,Test,start,"2017-04-17 19:54:33"
5617955,Test,confirm,"2017-04-16 19:35:13"
5618153,Control,confirm,"2017-04-07 09:58:30"
5618429,Test,step_2,"2017-04-16 17:54:48"
5618665,Control,start,"2017-04-16 19:19:40"
5619094,Test,confirm,"2017-04-14 16:10:27"
5619936,Control,confirm,"2017-03-30 14:25:32"
5619969,Test,start,"2017-04-03 03:45:11"
5619976,Test,confirm,"2017-04-19 23:33:30"
5620878,Test,start,"2017-03-29 17:22:23"
5620972,Test,confirm,"2017-04-19 11:09:14"
5621030,Test,confirm,"2017-04-10 13:25:32"
5621121,Test,step_3,"2017-04-18 15:41:21"
5621185,Control,confirm,"2017-04-05 12:29:27"
5621250,Control,step_3,"2017-04-12 12:28:48"
5621845,Test,step_1,"2017-04-16 23:27:22"
5621982,Control,confirm,"2017-04-12 16:16:04"
5622010,Test,step_1,"2017-04-24 01:15:16"
5622575,Test,confirm,"2017-04-11 16:51:31"
5622776,Control,confirm,"2017-04-10 17:46:14"
5623007,Control,start,"2017-03-29 16:19:24"
5623304,Control,confirm,"2017-04-14 13:43:07"
5623391,Control,confirm,"2017-04-19 21:03:57"
5623793,Test,start,"2017-04-12 17:00:22"
5623848,Test,confirm,"2017-04-20 07:16:20"
5624434,Control,confirm,"2017-04-06 12:20:44"
5624436,Control,start,"2017-04-02 18:06:07"
5624653,Test,confirm,"2017-03-29 15:18:13"
5624781,Control,confirm,"2017-04-06 14:22:42"
5624950,Control,confirm,"2017-04-02 20:24:49"
5624954,Test,confirm,"2017-04-16 11:14:35"
5624983,Control,step_1,"2017-03-30 17:46:00"
5624999,Control,confirm,"2017-03-29 20:42:07"
5625180,Test,start,"2017-04-17 13:45:31"
5625527,Control,start,"2017-03-29 11:41:04"
5625664,Test,confirm,"2017-04-07 10:56:12"
5625895,Control,step_3,"2017-04-12 21:33:22"
5626150,Control,start,"2017-04-10 14:49:53"
5626200,Control,confirm,"2017-04-12 11:07:36"
5626228,Test,confirm,"2017-04-05 13:23:39"
5626616,Control,confirm,"2017-04-04 10:23:27"
5626825,Test,step_1,"2017-04-12 12:32:59"
5627324,Control,confirm,"2017-04-10 12:21:40"
5627548,Test,start,"2017-04-13 19:38:01"
5627816,Control,confirm,"2017-04-12 12:24:53"
5627926,Test,start,"2017-04-11 18:00:34"
5628037,Test,confirm,"2017-04-03 08:44:46"
5628326,Test,confirm,"2017-04-07 07:56:52"
5628478,Test,confirm,"2017-03-29 11:54:47"
5628601,Control,confirm,"2017-04-03 21:07:25"
5628645,Test,start,"2017-03-30 11:38:33"
5628857,Control,confirm,"2017-03-29 12:47:32"
5629129,Test,confirm,"2017-03-29 22:40:34"
5629211,Test,confirm,"2017-04-05 13:50:20"
5629464,Test,confirm,"2017-04-02 10:37:20"
5629703,Control,confirm,"2017-03-30 08:32:11"
5629710,Test,start,"2017-04-25 10:18:43"
5630016,Control,confirm,"2017-04-15 00:37:14"
5630341,Control,start,"2017-03-22 17:32:32"
5630898,Test,confirm,"2017-04-13 10:52:17"
5631396,Test,start,"2017-04-09 17:53:32"
5631462,Test,step_1,"2017-04-16 12:15:19"
5631969,Control,step_1,"2017-04-12 11:20:23"
5631997,Test,start,"2017-03-31 11:18:20"
5632085,Control,confirm,"2017-04-15 14:13:30"
5632235,Test,confirm,"2017-04-19 22:51:29"
5632684,Control,step_1,"2017-04-14 14:02:51"
5632990,Test,start,"2017-04-16 11:56:17"
5633078,Test,confirm,"2017-04-05 12:10:17"
5633088,Test,confirm,"2017-04-12 11:58:14"
5633092,Test,start,"2017-04-17 16:15:47"
5633319,Test,confirm,"2017-04-16 23:55:42"
5633380,Test,start,"2017-04-02 16:19:51"
5633518,Test,confirm,"2017-04-20 11:42:54"
5634420,Test,confirm,"2017-03-29 11:43:45"
5634806,Control,step_3,"2017-03-30 21:31:13"
5635216,Test,step_3,"2017-04-16 16:28:31"
5635648,Test,confirm,"2017-04-11 12:53:52"
5635789,Control,confirm,"2017-04-06 21:58:53"
5635806,Control,confirm,"2017-04-05 18:06:27"
5636083,Control,confirm,"2017-04-07 11:40:07"
5636190,Test,confirm,"2017-03-30 10:18:59"
5636220,Control,step_3,"2017-03-29 11:20:25"
5636801,Test,step_3,"2017-03-31 11:46:50"
5636893,Test,confirm,"2017-04-18 10:31:33"
5637407,Control,step_3,"2017-04-10 18:58:13"
5637695,Test,confirm,"2017-04-15 16:05:33"
5638037,Test,confirm,"2017-04-10 16:28:49"
5638347,Control,confirm,"2017-04-01 19:11:53"
5638824,Test,start,"2017-04-03 15:54:46"
5639140,Test,start,"2017-04-11 11:02:55"
5639474,Test,start,"2017-03-30 07:28:44"
5639692,Test,start,"2017-04-06 11:10:16"
5639772,Test,start,"2017-04-10 14:35:23"
5640079,Test,confirm,"2017-04-12 13:20:54"
5640288,Control,confirm,"2017-04-04 20:54:08"
5640823,Test,confirm,"2017-04-05 10:10:08"
5640846,Control,confirm,"2017-04-06 18:20:28"
5641834,Control,start,"2017-04-07 15:21:02"
5642056,Test,step_1,"2017-03-29 13:21:59"
5642208,Test,confirm,"2017-04-01 09:43:00"
5642292,Test,start,"2017-04-05 15:17:43"
5642729,Test,confirm,"2017-04-19 14:57:22"
5642917,Test,confirm,"2017-04-08 11:35:19"
5643425,Control,step_2,"2017-04-05 15:27:13"
5643528,Test,confirm,"2017-04-06 19:28:19"
5643772,Control,start,"2017-04-19 20:35:00"
5643813,Test,step_2,"2017-04-05 19:02:33"
5644149,Control,confirm,"2017-04-19 11:25:56"
5644202,Test,start,"2017-04-06 23:35:39"
5644486,Control,start,"2017-04-05 20:41:10"
5644611,Control,start,"2017-04-17 19:15:24"
5644663,Test,step_1,"2017-04-12 14:04:36"
5644734,Control,start,"2017-04-15 17:50:15"
5644835,Test,confirm,"2017-03-23 00:54:11"
5644895,Control,confirm,"2017-04-05 19:35:39"
5645092,Control,confirm,"2017-04-05 11:23:51"
5645261,Test,confirm,"2017-03-29 11:11:25"
5645472,Control,confirm,"2017-04-09 13:34:49"
5645633,Control,confirm,"2017-04-12 13:04:25"
5645822,Test,step_3,"2017-04-15 18:32:57"
5645966,Control,confirm,"2017-04-14 16:12:30"
5646178,Control,confirm,"2017-04-15 18:32:17"
5646191,Control,step_1,"2017-04-03 19:06:58"
5646291,Control,confirm,"2017-04-20 19:04:09"
5646570,Test,start,"2017-04-13 18:12:11"
5646679,Control,confirm,"2017-04-12 11:32:27"
5647195,Test,step_2,"2017-04-07 14:09:00"
5647302,Test,step_1,"2017-04-02 19:10:57"
5647543,Control,start,"2017-03-29 12:42:43"
5647696,Control,start,"2017-04-09 11:21:34"
5647732,Control,confirm,"2017-04-05 14:12:49"
5647851,Control,confirm,"2017-04-12 11:16:36"
5648355,Test,step_1,"2017-04-07 12:19:26"
5648906,Test,confirm,"2017-03-29 12:54:11"
5649953,Test,confirm,"2017-04-18 01:10:28"
5650112,Control,step_3,"2017-04-04 22:26:27"
5650179,Control,confirm,"2017-04-11 08:17:28"
5650291,Test,confirm,"2017-04-11 20:16:53"
5650426,Test,confirm,"2017-03-29 13:55:24"
5650439,Control,step_1,"2017-03-29 11:42:11"
5650468,Control,start,"2017-04-02 09:04:33"
5650542,Control,step_3,"2017-04-11 01:46:53"
5650729,Control,confirm,"2017-04-05 16:47:29"
5651353,Control,confirm,"2017-03-30 20:29:37"
5651761,Test,confirm,"2017-04-26 15:06:09"
5652023,Test,start,"2017-04-04 01:54:13"
5652053,Test,start,"2017-04-06 09:38:56"
5652807,Control,step_1,"2017-04-09 12:46:50"
5652852,Test,confirm,"2017-04-09 08:01:19"
5653005,Test,confirm,"2017-04-23 13:35:57"
5653500,Test,confirm,"2017-04-12 11:14:00"
5654418,Control,start,"2017-04-07 15:56:16"
5654828,Test,confirm,"2017-04-04 18:50:08"
5655115,Test,start,"2017-04-13 20:09:29"
5655370,Control,start,"2017-04-06 22:32:45"
5655882,Test,confirm,"2017-03-29 20:54:06"
5656013,Control,confirm,"2017-04-21 15:36:07"
5656016,Test,confirm,"2017-04-19 20:36:41"
5656171,Control,confirm,"2017-03-29 15:31:16"
5656229,Test,confirm,"2017-04-03 19:25:40"
5657214,Test,confirm,"2017-04-13 11:31:08"
5657562,Test,confirm,"2017-03-31 12:07:22"
5657651,Control,confirm,"2017-04-12 13:17:23"
5657741,Control,confirm,"2017-03-29 12:04:51"
5657750,Control,confirm,"2017-04-07 19:21:05"
5658050,Test,confirm,"2017-04-16 10:12:01"
5658056,Test,start,"2017-04-03 21:01:41"
5658939,Test,confirm,"2017-03-29 11:16:35"
5659496,Test,confirm,"2017-04-06 11:10:17"
5659775,Control,confirm,"2017-04-19 16:52:56"
5659799,Control,confirm,"2017-03-29 12:06:58"
5660807,Control,confirm,"2017-03-29 11:50:41"
5661956,Control,confirm,"2017-04-19 11:16:56"
5662516,Test,confirm,"2017-04-12 15:57:22"
5662762,Test,start,"2017-04-04 19:21:29"
5662833,Test,step_3,"2017-04-09 15:08:39"
